Level,Date and Time,Source,Event ID,Task Category
Warning,11/12/2022 21:40:08,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behaviour with Credential Guard.

PackageName: msv1_0"
Warning,11/12/2022 21:40:08,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behaviour with Credential Guard.

PackageName: kerberos"
Warning,11/12/2022 21:40:08,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behaviour with Credential Guard.

PackageName: negoexts"
Information,11/12/2022 21:40:08,LsaSrv,6156,None,"Virtualisation Based Security for Credential Guard auto enablement status.

Hardware Requirements:	1
Domain Joined:	0
Azure AD Joined:	0"
Warning,11/12/2022 21:40:08,Microsoft-Windows-Wininit,15,None,Credential Guard and/or VBS Key Isolation are configured but the secure kernel is not running; continuing without them.
Information,11/12/2022 21:40:08,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration:

Registry Configuration: 0x2
Test Configuration: 0
Auto Enablement: 1"
Information,11/12/2022 21:40:06,Microsoft-Windows-Subsys-SMSS,17,None,A platform binary was successfully executed.
Information,11/12/2022 21:40:06,Microsoft-Windows-Kernel-General,24,(11),The time zone information was refreshed with exit reason 0. Current time zone bias is 0.
Information,11/12/2022 21:40:06,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{ad2ec1c9-f9a9-4b39-a2e8-0e53745a5c1a} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information,11/12/2022 21:39:56,e2fexpress,32,None,"The description for Event ID 32 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Information,11/12/2022 21:39:55,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Information,11/12/2022 21:39:53,Netwtw10,7017,None,7017 - secure boot (SB) configuration
Warning,11/12/2022 21:39:53,e2fexpress,27,None,"The description for Event ID 27 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Information,11/12/2022 21:39:53,Netwtw10,7010,None,7010 - driver enabled (miniport init)
Information,11/12/2022 21:39:52,Netwtw10,7002,None,7002 - CTDP power limit value (SPLC)
Information,11/12/2022 21:39:52,Netwtw10,7005,None,7005 - SAR value max TX power (WRDS)
Information,11/12/2022 21:39:52,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,11/12/2022 21:39:52,Netwtw10,7027,None,7027 - get Nic Manufacturere on init
Information,11/12/2022 21:39:52,Netwtw10,7036,None,The \Device\NDMP1 service entered the Intel(R) Wi-Fi 6 AX201 160MHz state.
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 19 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 171
Minimum performance percentage: 47
Minimum throttle percentage: 4"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 18 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 171
Minimum performance percentage: 47
Minimum throttle percentage: 4"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 17 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 171
Minimum performance percentage: 47
Minimum throttle percentage: 4"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 16 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 171
Minimum performance percentage: 47
Minimum throttle percentage: 4"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 15 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 234
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 14 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 234
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 13 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 242
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 12 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 242
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 11 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 234
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 10 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 234
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 9 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 242
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 8 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 242
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 7 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 234
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 6 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 234
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 5 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 234
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 4 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 234
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 234
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 234
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 234
Minimum performance percentage: 50
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2100
Maximum performance percentage: 234
Minimum performance percentage: 42
Minimum throttle percentage: 3"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Power,172,(203),"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Information,11/12/2022 21:39:52,Microsoft-Windows-Kernel-Power,125,(86),"ACPI thermal zone \_TZ.TZ00 has been enumerated.             
_PSV = 0K             
_TC1 = 0             
_TC2 = 0             
_TSP = 0ms             
_AC0 = 353K             
_AC1 = 328K             
_AC2 = 323K             
_AC3 = 318K             
_AC4 = 313K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 378K             
_HOT = 0K             
minimum throttle = 0             
_CR3 = 0K"
Information,11/12/2022 21:39:52,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1979‎-‎12‎-‎19T16:12:41.000000000Z) has successfully loaded and registered with Filter Manager."
Information,11/12/2022 21:39:51,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎1983‎-‎08‎-‎19T02:58:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,11/12/2022 21:39:50,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,11/12/2022 21:39:50,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2046‎-‎12‎-‎28T03:44:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,11/12/2022 21:39:50,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2056‎-‎07‎-‎23T06:11:08.000000000Z) has successfully loaded and registered with Filter Manager."
Information,11/12/2022 21:39:50,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2079‎-‎02‎-‎26T22:03:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,11/12/2022 21:39:49,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,11/12/2022 21:39:49,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,11/12/2022 21:39:49,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,11/12/2022 21:39:49,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,11/12/2022 21:39:49,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,11/12/2022 21:39:49,Microsoft-Windows-Kernel-Boot,238,(101),EFI time zone bias: 2047. Daylight flags: 0. Firmware time: ‎2022‎-‎12‎-‎11T21:39:47.000000000Z.
Information,11/12/2022 21:39:49,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,11/12/2022 21:39:49,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,11/12/2022 21:39:49,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,11/12/2022 21:39:49,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,11/12/2022 21:39:49,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2022‎-‎12‎-‎11T21:39:48.500000000Z.
Information,11/12/2022 21:39:38,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2022‎-‎12‎-‎11T21:39:38.800397400Z.
Information,11/12/2022 21:39:38,Microsoft-Windows-Kernel-Power,577,(280),The system has prepared for a system initiated reboot from Active.
Information,11/12/2022 21:39:38,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Action: Power Action Reboot 
Event Code: 0x0 
Reason: Kernel API"
Information,11/12/2022 21:39:34,Microsoft-Windows-HttpService,117,HTTP Configuration Property Trace Task,"Delete URL group 0xFE00000220000001. Status 0x0. Process Id 0x11A4 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,11/12/2022 21:39:34,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:5357/2e3c5200-a8d4-4ef8-a115-8866ddb6e283/) from URL group (0xFE00000220000001). Process Id 0x11A4 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,11/12/2022 21:39:33,Microsoft-Windows-WLAN-AutoConfig,4001,None,"WLAN AutoConfig service has successfully stopped.
"
Warning,11/12/2022 21:39:33,Microsoft-Windows-WLAN-AutoConfig,10002,None,"WLAN Extensibility Module has stopped.

Module Path: C:\WINDOWS\system32\IntelIHVRouter10.dll
"
Information,11/12/2022 21:40:09,EventLog,6013,None,The system uptime is 20 seconds.
Information,11/12/2022 21:40:09,EventLog,6005,None,The Event log service was started.
Information,11/12/2022 21:40:09,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 22621  Multiprocessor Free.
Information,11/12/2022 21:39:33,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,11/12/2022 21:39:33,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,11/12/2022 21:39:33,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,11/12/2022 21:39:33,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,11/12/2022 21:39:33,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,11/12/2022 21:39:33,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Error,11/12/2022 21:39:33,Service Control Manager,7043,None,The AsusUpdateCheck service did not shut down properly after receiving a pre-shutdown control.
Information,11/12/2022 21:39:33,EventLog,6006,None,The Event log service was stopped.
Information,11/12/2022 21:39:12,Microsoft-Windows-Winlogon,7002,(1102),User Log-off Notification for Customer Experience Improvement Program
Information,11/12/2022 21:39:07,User32,1074,None,"The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-TBPOCIG) has initiated the restart of computer DESKTOP-TBPOCIG on behalf of user DESKTOP-TBPOCIG\Abdo for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shut-down Type: restart
 Comment: "
Information,11/12/2022 21:38:28,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 21:12:12,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,11/12/2022 21:11:15,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 4 to 6.

Reason InputHid 

BootId: 1"
Information,11/12/2022 21:10:46,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 3 to 4.

Reason SessionUnlock 

BootId: 1"
Warning,11/12/2022 21:05:32,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-TBPOCIG\Abdo SID (S-1-5-21-1394681546-3843053835-3284470220-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,11/12/2022 21:04:09,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 1 to 3.

Reason InputAccelerometer 

BootId: 1"
Information,11/12/2022 21:03:07,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Intel® PROSet/Wireless Service
Service File Name:  C:\WINDOWS\System32\DriverStore\FileRepository\piecomponent.inf_amd64_a751a85f0845cf98\Intel_PIE_Service.exe
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information,11/12/2022 21:03:04,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\WINDOWS\system32\IntelIHVRouter10.dll
"
Information,11/12/2022 21:03:04,Netwtw10,7017,None,7017 - secure boot (SB) configuration
Information,11/12/2022 21:03:04,Netwtw10,7010,None,7010 - driver enabled (miniport init)
Information,11/12/2022 21:03:04,Netwtw10,7002,None,7002 - CTDP power limit value (SPLC)
Information,11/12/2022 21:03:04,Netwtw10,7005,None,7005 - SAR value max TX power (WRDS)
Information,11/12/2022 21:03:02,Netwtw10,7027,None,7027 - get Nic Manufacturere on init
Information,11/12/2022 21:03:02,Netwtw10,7036,None,The \Device\NDMP14 service entered the Intel(R) Wi-Fi 6 AX201 160MHz state.
Warning,11/12/2022 21:03:02,Microsoft-Windows-WLAN-AutoConfig,10002,None,"WLAN Extensibility Module has stopped.

Module Path: C:\WINDOWS\system32\IntelIHVRouter10.dll
"
Information,11/12/2022 21:03:02,Netwtw10,8000,None,8000 - Miniport Halt flow (driver disable)
Information,11/12/2022 21:02:59,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Virtual WiFi Miniport Service
Service File Name:  \SystemRoot\System32\drivers\vwifimp.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,11/12/2022 21:02:59,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\WINDOWS\system32\IntelIHVRouter10.dll
"
Information,11/12/2022 21:02:59,Netwtw10,7017,None,7017 - secure boot (SB) configuration
Information,11/12/2022 21:02:59,Netwtw10,7010,None,7010 - driver enabled (miniport init)
Information,11/12/2022 21:02:59,Netwtw10,7002,None,7002 - CTDP power limit value (SPLC)
Information,11/12/2022 21:02:59,Netwtw10,7005,None,7005 - SAR value max TX power (WRDS)
Information,11/12/2022 21:02:57,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,11/12/2022 21:02:57,Netwtw10,7027,None,7027 - get Nic Manufacturere on init
Information,11/12/2022 21:02:57,Netwtw10,7036,None,The \Device\NDMP12 service entered the Intel(R) Wi-Fi 6 AX201 160MHz state.
Information,11/12/2022 21:02:56,Service Control Manager,7040,None,The start type of the WLAN AutoConfig service was changed from demand start to auto start.
Information,11/12/2022 21:02:56,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  ___ Intel(R) Wireless Adapter Driver for Windows 10 - 64 Bit
Service File Name:  \SystemRoot\System32\drivers\Netwtw10.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,11/12/2022 21:02:38,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Warning,11/12/2022 21:02:38,MEIx64,4,None,The Intel(R) Management Engine Interface is being disabled.
Information,11/12/2022 21:02:25,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,11/12/2022 21:02:23,e2fexpress,32,None,"The description for Event ID 32 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Warning,11/12/2022 21:02:21,e2fexpress,27,None,"The description for Event ID 27 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Warning,11/12/2022 21:02:20,e2fexpress,27,None,"The description for Event ID 27 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Information,11/12/2022 21:01:25,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9P2B8MCSVPLN-RealtekSemiconductorCorp.RealtekAudioControl
Information,11/12/2022 21:01:24,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9P2B8MCSVPLN-RealtekSemiconductorCorp.RealtekAudioControl
Information,11/12/2022 21:01:17,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\RealtekSemiconductorCorp.RealtekAudioControl_1.38.277.0_x64__dt26b99r8h8gj\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,11/12/2022 21:01:16,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,11/12/2022 21:01:02,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service NahimicService for Device Instance ID SWD\DRIVERENUM\{1B98EF90-CA0E-11E7-8F1A-0800200C9A66}#AVOLUTE_NH3APO&7&2C125E59&0 with the following status: 0.
Information,11/12/2022 21:00:56,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service RtkAudioUniversalService for Device Instance ID SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKSRV&7&2C125E59&0 with the following status: 0.
Information,11/12/2022 21:00:48,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Realtek USB Audio Driver
Service File Name:  \SystemRoot\System32\DriverStore\FileRepository\rtdusbad_asus.inf_amd64_fa769e873c7c97c6\RtUsbA64.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,11/12/2022 20:58:53,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.WindowsCamera_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,11/12/2022 20:58:51,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\NVIDIACorp.NVIDIAControlPanel_56jybvy8sckqj\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:50,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information,11/12/2022 20:58:50,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.DesktopAppInstaller_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,11/12/2022 20:58:49,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.WindowsMaps_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,11/12/2022 20:58:48,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.WindowsAlarms_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 6 keys and creating 1 modified pages.
Information,11/12/2022 20:58:47,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.AV1VideoExtension_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,11/12/2022 20:58:46,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.MicrosoftEdgeDevToolsClient_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:45,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.Windows.PeopleExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:44,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.Windows.PinningConfirmationDialog_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:43,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:42,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Windows.CBSPreview_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:41,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Windows.PrintDialog_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:40,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.ECApp_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:39,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.CredDialogHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:38,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 0 to 1.

Reason SessionUnlock 

BootId: 1"
